2023-10-19 11:56:52-debug: asset-db:worker-init (936ms)
2023-10-19 11:56:52-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/effects/advanced/simple-skin.effectbackground: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/tips/TipsContent.pngbackground: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/tips/Tips.png@f9941background: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/tips/Tipsbg.pngbackground: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/watch/watch1.pngbackground: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/tips/TipsContent.png@6c48abackground: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/tips/Tipsbg.png@6c48abackground: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/tips/TipsContent.png@f9941background: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/phone/phone2.png@6c48abackground: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/tips/Tipsbg.png@f9941background: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/phone/phone2.png@f9941background: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/watch/watch2.pngbackground: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/win/logo.pngbackground: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/win/title_success.pngbackground: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/win/win_bg.pngbackground: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/watch/watch1.png@6c48abackground: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/watch/watch1.png@f9941background: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/win/win_bg.png@6c48abackground: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/win/logo.png@6c48abackground: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/win/win_bg.png@f9941background: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/win/logo.png@f9941background: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/watch/watch2.png@6c48abackground: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/watch/watch2.png@f9941background: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/win/title_success.png@6c48abackground: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: %cImport%c: /Users/baitengfei/code/EscapeRoom/EscapeRoomMVP/assets/Res/UIRes/UI/win/title_success.png@f9941background: #aaff85; color: #000;color: #000;
2023-10-19 11:57:04-debug: start asset-db with asset: 135
2023-10-19 11:57:04-debug: Asset DB is ready!
2023-10-19 11:57:04-debug: asset-db:worker-startup-database[assets] (3707ms)
2023-10-19 11:57:04-debug: init worker message success
2023-10-19 11:57:05-debug: builder:worker-init (1277ms)
2023-10-19 11:57:06-debug: programming:execute-script (3ms)
2023-10-19 11:57:16-debug: programming:execute-script (3ms)
2023-10-19 11:57:20-debug: Query all assets info in project
2023-10-19 11:57:20-debug: BuildAssetLibrary query-assets with assets 632
2023-10-19 11:57:20-debug:   Number of other assets: 455
2023-10-19 11:57:20-debug: 查询 Asset Bundle start0%
2023-10-19 11:57:20-debug:   Number of all scenes: 2
2023-10-19 11:57:20-debug: Process: heapTotal 229.86MB heapUsed 200.59MB rss 884.27MB
2023-10-19 11:57:20-debug: // ---- build task 查询 Asset Bundle ----
2023-10-19 11:57:20-debug:   Number of all scripts: 32
2023-10-19 11:57:20-debug: init custom config: keepNodeUuid: false, useCache: true
2023-10-19 11:57:20-debug: // ---- build task 查询 Asset Bundle ---- (5ms)
2023-10-19 11:57:20-debug: Process: heapTotal 231.86MB heapUsed 201.85MB rss 884.27MB
2023-10-19 11:57:20-debug: init bundle assets
2023-10-19 11:57:20-debug: 查询使用的资源以及资源包配置 start3%
2023-10-19 11:57:20-debug: run build task 查询 Asset Bundle success in 5 ms √3%
2023-10-19 11:57:20-debug: // ---- build task 查询使用的资源以及资源包配置 ----
2023-10-19 11:57:20-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
2023-10-19 11:57:20-debug: Number of scenes: 2
2023-10-19 11:57:20-debug: // ---- build task 查询使用的资源以及资源包配置 ---- (1ms)
2023-10-19 11:57:20-debug: run build task 查询使用的资源以及资源包配置 success in 1 ms √7%
2023-10-19 11:57:20-debug: Process: heapTotal 231.86MB heapUsed 202.18MB rss 884.27MB
2023-10-19 11:57:20-debug: sort script group...
2023-10-19 11:57:20-debug: 整理脚本分组与脚本数据 start7%
2023-10-19 11:57:20-debug: // ---- build task 整理脚本分组与脚本数据 ----
2023-10-19 11:57:20-debug: // ---- build task 整理脚本分组与脚本数据 ---- (1ms)
2023-10-19 11:57:20-debug: Process: heapTotal 231.86MB heapUsed 202.24MB rss 884.27MB
2023-10-19 11:57:20-debug: 初始化 settings.json 与 config.json start10%
2023-10-19 11:57:20-debug: // ---- build task 初始化 settings.json 与 config.json ----
2023-10-19 11:57:20-debug: run build task 整理脚本分组与脚本数据 success in 1 ms √10%
2023-10-19 11:57:20-debug: run build task 初始化 settings.json 与 config.json success in 0 ms √11%
2023-10-19 11:57:20-debug: builder.tasks.settings.macro start11%
2023-10-19 11:57:20-debug: // ---- build task builder.tasks.settings.macro ----
2023-10-19 11:57:20-debug: builder.tasks.settings.macro 字段未在编辑器多语言内定义
2023-10-19 11:57:20-debug: Process: heapTotal 231.86MB heapUsed 202.26MB rss 884.27MB
2023-10-19 11:57:20-debug: // ---- build task builder.tasks.settings.macro ---- (1ms)
2023-10-19 11:57:20-debug: Process: heapTotal 231.86MB heapUsed 202.29MB rss 884.27MB
2023-10-19 11:57:20-debug: 整理部分构建选项内数据到 settings.json start11%
2023-10-19 11:57:20-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-10-19 11:57:20-debug: run build task builder.tasks.settings.macro success in 1 ms √11%
2023-10-19 11:57:20-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (1ms)
2023-10-19 11:57:20-debug: run build task 整理部分构建选项内数据到 settings.json success in 1 ms √12%
2023-10-19 11:57:20-debug: Process: heapTotal 231.86MB heapUsed 202.35MB rss 884.28MB
2023-10-19 11:57:20-debug: custom joint texture layouts start12%
2023-10-19 11:57:20-debug: // ---- build task custom joint texture layouts ----
2023-10-19 11:57:20-debug: // ---- build task custom joint texture layouts ---- (1ms)
2023-10-19 11:57:20-debug: custom joint physics start12%
2023-10-19 11:57:20-debug: // ---- build task custom joint physics ----
2023-10-19 11:57:20-debug: Process: heapTotal 231.86MB heapUsed 202.37MB rss 884.28MB
2023-10-19 11:57:20-debug: run build task custom joint texture layouts success in 1 ms √12%
2023-10-19 11:57:20-debug: run build task custom joint physics success in 0 ms √13%
2023-10-19 11:57:20-debug: 填充脚本数据到 settings.json start13%
2023-10-19 11:57:20-debug: Process: heapTotal 231.86MB heapUsed 202.39MB rss 884.30MB
2023-10-19 11:57:20-debug: // ---- build task 填充脚本数据到 settings.json ----
2023-10-19 11:57:20-debug: run build task 填充脚本数据到 settings.json success in 0 ms √13%
2023-10-19 11:57:20-debug: Process: heapTotal 231.86MB heapUsed 202.41MB rss 884.30MB
2023-10-19 11:57:20-debug: // ---- build task 填充场景数据到 settings.json ----
2023-10-19 11:57:20-debug: 填充场景数据到 settings.json start13%
2023-10-19 11:57:20-debug: run build task 填充场景数据到 settings.json success in 0 ms √14%
2023-10-19 11:57:20-debug: 整理资源分组，生成 packedAssets 以及 rawAssets 数据 start14%
2023-10-19 11:57:20-debug: // ---- build task 整理资源分组，生成 packedAssets 以及 rawAssets 数据 ----
2023-10-19 11:57:20-debug: Process: heapTotal 231.86MB heapUsed 202.43MB rss 884.30MB
2023-10-19 11:57:20-debug: // ---- build task 整理资源分组，生成 packedAssets 以及 rawAssets 数据 ---- (1ms)
2023-10-19 11:57:20-debug: 从 suffixMap 生成 md5AssetsMap 到 settings.json start14%
2023-10-19 11:57:20-debug: run build task 整理资源分组，生成 packedAssets 以及 rawAssets 数据 success in 1 ms √14%
2023-10-19 11:57:20-debug: // ---- build task 从 suffixMap 生成 md5AssetsMap 到 settings.json ----
2023-10-19 11:57:20-debug: options.md5Cache is false.
2023-10-19 11:57:20-debug: Process: heapTotal 231.86MB heapUsed 200.68MB rss 884.31MB
2023-10-19 11:57:20-debug: run build task 从 suffixMap 生成 md5AssetsMap 到 settings.json success in 0 ms √15%
2023-10-19 12:07:18-debug: refresh db internal success
2023-10-19 12:07:18-debug: asset-db:worker-effect-data-processing (180ms)
2023-10-19 12:07:18-debug: refresh db assets success
2023-10-19 12:07:18-debug: asset-db:refresh-all-database (225ms)
2023-10-19 12:07:28-debug: refresh db internal success
2023-10-19 12:07:28-debug: asset-db:worker-effect-data-processing (183ms)
2023-10-19 12:07:28-debug: refresh db assets success
2023-10-19 12:07:28-debug: asset-db:refresh-all-database (221ms)
2023-10-19 12:07:37-debug: refresh db internal success
2023-10-19 12:07:38-debug: asset-db:worker-effect-data-processing (111ms)
2023-10-19 12:07:38-debug: refresh db assets success
2023-10-19 12:07:38-debug: asset-db:refresh-all-database (149ms)
2023-10-19 12:07:44-debug: refresh db internal success
2023-10-19 12:07:44-debug: asset-db:worker-effect-data-processing (147ms)
2023-10-19 12:07:44-debug: refresh db assets success
2023-10-19 12:07:44-debug: asset-db:refresh-all-database (181ms)
